Category,Author,Title/Subtitle,Barcode,Circ Type,Description 1,Description 2,Description 3,ISBN,Subject
,"Kinney, Jeff.",Diary of a wimpy kid : hard luck,T 23811,MS/US Circulating,,,,978-1-41971132-9,Diary fiction.
,"Kinney, Jeff.",Diary of a wimpy kid : hard luck,T 23811,MS/US Circulating,,,,978-1-41971132-9,Fortune
,"Kinney, Jeff.",Diary of a wimpy kid : hard luck,T 23811,MS/US Circulating,,,,978-1-41971132-9,Friendship
,"Kinney, Jeff.",Diary of a wimpy kid : hard luck,T 23811,MS/US Circulating,,,,978-1-41971132-9,Friendship -- Fiction.
,"Kinney, Jeff.",Diary of a wimpy kid : hard luck,T 23811,MS/US Circulating,,,,978-1-41971132-9,Humorous fiction.
,"Kinney, Jeff.",Diary of a wimpy kid : hard luck,T 23811,MS/US Circulating,,,,978-1-41971132-9,Humorous stories.
,"Kinney, Jeff.",Diary of a wimpy kid : hard luck,T 23811,MS/US Circulating,,,,978-1-41971132-9,Luck -- Fiction.
,"Kinney, Jeff.",Diary of a wimpy kid : hard luck,T 23811,MS/US Circulating,,,,978-1-41971132-9,Middle schools
,"Kinney, Jeff.",Diary of a wimpy kid : hard luck,T 23811,MS/US Circulating,,,,978-1-41971132-9,Middle schools -- Fiction.
,"Kinney, Jeff.",Diary of a wimpy kid : hard luck,T 23811,MS/US Circulating,,,,978-1-41971132-9,Schools
,"Kinney, Jeff.",Diary of a wimpy kid : hard luck,T 23811,MS/US Circulating,,,,978-1-41971132-9,Schools -- Fiction.
,"Kinney, Jeff.",Diary of a wimpy kid : old school,T 24192,MS/US Circulating,,,,978-1-41971701-7,Diary fiction.
,"Kinney, Jeff.",Diary of a wimpy kid : old school,T 24192,MS/US Circulating,,,,978-1-41971701-7,Electronics
,"Kinney, Jeff.",Diary of a wimpy kid : old school,T 24192,MS/US Circulating,,,,978-1-41971701-7,Electronics -- Fiction.
,"Kinney, Jeff.",Diary of a wimpy kid : old school,T 24192,MS/US Circulating,,,,978-1-41971701-7,Families
,"Kinney, Jeff.",Diary of a wimpy kid : old school,T 24192,MS/US Circulating,,,,978-1-41971701-7,Family life -- Fiction.
,"Kinney, Jeff.",Diary of a wimpy kid : old school,T 24192,MS/US Circulating,,,,978-1-41971701-7,Humorous fiction.
,"Kinney, Jeff.",Diary of a wimpy kid : old school,T 24192,MS/US Circulating,,,,978-1-41971701-7,JUVENILE FICTION / Comics & Graphic Novels / General.
,"Kinney, Jeff.",Diary of a wimpy kid : old school,T 24192,MS/US Circulating,,,,978-1-41971701-7,JUVENILE FICTION / Humorous Stories.
,"Kinney, Jeff.",Diary of a wimpy kid : the long haul,T 24191,MS/US Circulating,,,,978-1-41971189-3,Automobile travel
,"Kinney, Jeff.",Diary of a wimpy kid : the long haul,T 24191,MS/US Circulating,,,,978-1-41971189-3,Automobile travel -- Fiction.
,"Kinney, Jeff.",Diary of a wimpy kid : the long haul,T 24191,MS/US Circulating,,,,978-1-41971189-3,Diaries -- Fiction.
,"Kinney, Jeff.",Diary of a wimpy kid : the long haul,T 24191,MS/US Circulating,,,,978-1-41971189-3,Diary fiction.
,"Kinney, Jeff.",Diary of a wimpy kid : the long haul,T 24191,MS/US Circulating,,,,978-1-41971189-3,Families
,"Kinney, Jeff.",Diary of a wimpy kid : the long haul,T 24191,MS/US Circulating,,,,978-1-41971189-3,Family life -- Fiction.
,"Kinney, Jeff.",Diary of a wimpy kid : the long haul,T 24191,MS/US Circulating,,,,978-1-41971189-3,Humorous fiction.
,"Kinney, Jeff.",Diary of a wimpy kid : the long haul,T 24191,MS/US Circulating,,,,978-1-41971189-3,Humorous stories.
,"Kinney, Jeff.",Diary of a wimpy kid : the long haul,T 24191,MS/US Circulating,,,,978-1-41971189-3,JUVENILE FICTION / Comics & Graphic Novels / General.
,"Kinney, Jeff.",Diary of a wimpy kid : the long haul,T 24191,MS/US Circulating,,,,978-1-41971189-3,JUVENILE FICTION / Humorous Stories.
,"Kinney, Jeff.",Diary of a wimpy kid : the long haul,T 24191,MS/US Circulating,,,,978-1-41971189-3,Vacations
,"Kinney, Jeff.",Diary of a wimpy kid : the long haul,T 24191,MS/US Circulating,,,,978-1-41971189-3,Vacations -- Fiction.
,"Kinney, Jeff.",Diary of a wimpy kid : the third wheel,T 49096,MS/US Circulating,,,,978-1-41970584-7,Best friends
,"Kinney, Jeff.",Diary of a wimpy kid : the third wheel,T 49096,MS/US Circulating,,,,978-1-41970584-7,Best friends -- Fiction.
,"Kinney, Jeff.",Diary of a wimpy kid : the third wheel,T 49096,MS/US Circulating,,,,978-1-41970584-7,Dance
,"Kinney, Jeff.",Diary of a wimpy kid : the third wheel,T 49096,MS/US Circulating,,,,978-1-41970584-7,Dance -- Fiction.
,"Kinney, Jeff.",Diary of a wimpy kid : the third wheel,T 49096,MS/US Circulating,,,,978-1-41970584-7,Diaries -- Fiction.
,"Kinney, Jeff.",Diary of a wimpy kid : the third wheel,T 49096,MS/US Circulating,,,,978-1-41970584-7,Diary fiction.
,"Kinney, Jeff.",Diary of a wimpy kid : the third wheel,T 49096,MS/US Circulating,,,,978-1-41970584-7,Humorous fiction.
,"Kinney, Jeff.",Diary of a wimpy kid : the third wheel,T 49096,MS/US Circulating,,,,978-1-41970584-7,Humorous stories.
,"Kinney, Jeff.",Diary of a wimpy kid : the third wheel,T 49096,MS/US Circulating,,,,978-1-41970584-7,Middle schools
,"Kinney, Jeff.",Diary of a wimpy kid : the third wheel,T 49096,MS/US Circulating,,,,978-1-41970584-7,Middle schools -- Fiction.
,"Kinney, Jeff.",Diary of a wimpy kid : the third wheel,T 49096,MS/US Circulating,,,,978-1-41970584-7,Schools
,"Kinney, Jeff.",Diary of a wimpy kid : the third wheel,T 49096,MS/US Circulating,,,,978-1-41970584-7,Schools -- Fiction.
,"Kinney, Jeff.",Diary of a wimpy kid : the third wheel,T 49096,MS/US Circulating,,,,978-1-41970584-7,Valentine's Day
,"Kinney, Jeff.",Diary of a wimpy kid : the third wheel,T 49096,MS/US Circulating,,,,978-1-41970584-7,Valentine's Day -- Fiction.
,"Kinney, Jeff,",Double down,T 35623,MS/US Circulating,,,,978-1-41972344-5,
,"Kinsella, Sophie.",Finding Audrey,T 24233,MS/US Circulating,,,,978-0-553-53651-5,
,"Knowles, John, 1926-",A separate peace,T 23771,MS/US Circulating,,,,978-0-7432-5397-0 (pbk.),
,"Konigsburg, E. L.",Silent to the bone,T 60832,MS/US Circulating,,,,978-0-689-86715-6 (pbk.),
,"Korman, Gordon.",Slacker,T 24231,MS/US Circulating,,,,978-0-545-82315-9,Brothers and sisters
,"Korman, Gordon.",Slacker,T 24231,MS/US Circulating,,,,978-0-545-82315-9,Brothers and sisters -- Fiction.
,"Korman, Gordon.",Slacker,T 24231,MS/US Circulating,,,,978-0-545-82315-9,Friendship
,"Korman, Gordon.",Slacker,T 24231,MS/US Circulating,,,,978-0-545-82315-9,Friendship -- Fiction.
,"Korman, Gordon.",Slacker,T 24231,MS/US Circulating,,,,978-0-545-82315-9,Middle schools
,"Korman, Gordon.",Slacker,T 24231,MS/US Circulating,,,,978-0-545-82315-9,Middle schools -- Fiction.
,"Korman, Gordon.",Slacker,T 24231,MS/US Circulating,,,,978-0-545-82315-9,Responsibility
,"Korman, Gordon.",Slacker,T 24231,MS/US Circulating,,,,978-0-545-82315-9,Responsibility -- Fiction.
,"Korman, Gordon.",Slacker,T 24231,MS/US Circulating,,,,978-0-545-82315-9,Schools -- Fiction.
,"Korman, Gordon.",Slacker,T 24231,MS/US Circulating,,,,978-0-545-82315-9,Social action
,"Korman, Gordon.",Slacker,T 24231,MS/US Circulating,,,,978-0-545-82315-9,Social action -- Ficiton.
,"Korman, Gordon.",Slacker,T 24231,MS/US Circulating,,,,978-0-545-82315-9,Video games
,"Korman, Gordon.",Slacker,T 24231,MS/US Circulating,,,,978-0-545-82315-9,Video games -- Fiction.
,"Krys, Michelle.",Hexed,T 49103,MS/US Circulating,,,,978-0-385-74337-2,
,"Kun, Michael,",We are still tornadoes,T 49337,MS/US Circulating,,,,978-1-25009840-5,Bildungsromans.
,"Kun, Michael,",We are still tornadoes,T 49337,MS/US Circulating,,,,978-1-25009840-5,First loves -- Fiction.
,"Kun, Michael,",We are still tornadoes,T 49337,MS/US Circulating,,,,978-1-25009840-5,Friendship -- Fiction.
,"Kun, Michael,",We are still tornadoes,T 49337,MS/US Circulating,,,,978-1-25009840-5,Love stories.
,"Kun, Michael,",We are still tornadoes,T 49337,MS/US Circulating,,,,978-1-25009840-5,Man-woman relationships -- Fiction.
,"Kun, Michael,",We are still tornadoes,T 49337,MS/US Circulating,,,,978-1-25009840-5,Mate selection -- Fiction.
,"La Fevers, R. L. (Robin L.)",Theodosia and the Staff of Osiris,T 23445,MS/US Circulating,,,,978-0-547-24819-6 (pbk.),
,"Lacey, Josh.",Island of thieves,T 23513,MS/US Circulating,,,,978-0-547-76327-9,"Drake, Francis, Sir, 1540?-1596."
,"Lacey, Josh.",Island of thieves,T 23513,MS/US Circulating,,,,978-0-547-76327-9,"Drake, John, fl. 1577-1580."
,"LaFevers, Robin.",Dark triumph,T 23587,MS/US Circulating,,,,978-0-547-62838-7,Brittany (France) -- History -- 1341-1532.
,"LaFevers, Robin.",Dark triumph,T 23587,MS/US Circulating,,,,978-0-547-62838-7,"France -- History -- Charles VIII, 1483-1498."
,"LaFevers, Robin.",Mortal heart,T 49121,MS/US Circulating,,,,978-0-547-62840-0,JUVENILE FICTION / Action & Adventure / General.
,"LaFevers, Robin.",Mortal heart,T 49121,MS/US Circulating,,,,978-0-547-62840-0,JUVENILE FICTION / Fantasy & Magic.
,"LaFevers, Robin.",Mortal heart,T 49121,MS/US Circulating,,,,978-0-547-62840-0,JUVENILE FICTION / Historical / Europe.
,"LaFevers, Robin.",Mortal heart,T 49121,MS/US Circulating,,,,978-0-547-62840-0,"JUVENILE FICTION / Legends, Myths, Fables / General."
,"LaFevers, Robin.",Mortal heart,T 49121,MS/US Circulating,,,,978-0-547-62840-0,JUVENILE FICTION / Love & Romance.
,"Lai, Thanhha,","Listen, slowly",T 49216,MS/US Circulating,,,,978-0-06-222918-2,
,"Lake, Nick.",Hostage three,T 23813,MS/US Circulating,,,,978-1-61963-123-6,FICTION / Thrillers.
,"Lake, Nick.",Hostage three,T 23813,MS/US Circulating,,,,978-1-61963-123-6,JUVENILE FICTION / Action & Adventure / Pirates.
,"Lake, Nick.",Hostage three,T 23813,MS/US Circulating,,,,978-1-61963-123-6,JUVENILE FICTION / Action & Adventure / Survival Stories.
,"Lake, Nick.",In darkness,T 48828,MS/US Circulating,,,,978-1-59990-743-7,"Haiti Earthquake, Haiti, 2010."
,"Lake, Nick.",In darkness,T 48828,MS/US Circulating,,,,978-1-59990-743-7,"Haiti -- History -- Revolution, 1791-1804."
,"Lake, Nick.",In darkness,T 48828,MS/US Circulating,,,,978-1-59990-743-7,"Toussaint Louverture, 1743-1803."
,"Lake, Nick,",Whisper to me,T 24324,MS/US Circulating,,,,978-1-61963-456-5,JUVENILE FICTION / Family / General (see also headings under Social Issues).
,"Lake, Nick,",Whisper to me,T 24324,MS/US Circulating,,,,978-1-61963-456-5,JUVENILE FICTION / Love & Romance.
,"Lake, Nick,",Whisper to me,T 24324,MS/US Circulating,,,,978-1-61963-456-5,JUVENILE FICTION / Social Issues / General (see also headings under Family).
,"LaMarche, Una,",You in five acts,T 49343,MS/US Circulating,,,,978-1-10199893-9,
,"Larbalestier, Justine.",How to ditch your fairy,T 24182,MS/US Circulating,,,,978-1-59990-379-8 (pbk.),
,"Larson, Hope,",Compass south,T 49294,MS/US Circulating,,,,978-0-374-30043-2,Graphic novels.
,"Larson, Hope.",Mercury,T 23903,MS/US Circulating,,,,978-1-41693588-9 (pbk.),Graphic novels.
,"Larson, Hope.",Mercury,T 23903,MS/US Circulating,,,,978-1-41693588-9 (pbk.),Nova Scotia -- History -- 1763-1867.
,"Larson, Hope.",Mercury,T 23903,MS/US Circulating,,,,978-1-41693588-9 (pbk.),"Nova Scotia -- History -- 1763-1867 -- Comic books, strips, etc."
,"Larson, Hope.",A wrinkle in time : the graphic novel,T 23643,MS/US Circulating,,,,978-0-374-38615-3,Graphic novels.
,"Layman, John.",Chew : taster's choice,T 60869,MS/US Circulating,,,,978-1-60706-159-5 (pbk.),"Comic books, strips, etc."
,"Lee, Harper.",To kill a mockingbird,T 23945,MS/US Circulating,,,,978-0-06-112008-4 (pbk.),
,"Lee, Stan, 1922-",Convergence,T 49163,MS/US Circulating,,,,978-1-42318085-2,
,"L'Engle, Madeleine.",A wind in the door,T 35290,MS/US Circulating,,,,978-0-312-36854-8 (pbk.),Science fiction.
,"Lennon, M. T. (Maria T.)",Confessions of a so-called middle child,T 23728,MS/US Circulating,,,,978-0-06-212690-0,JUVENILE FICTION / School & Education.
,"Lennon, M. T. (Maria T.)",Confessions of a so-called middle child,T 23728,MS/US Circulating,,,,978-0-06-212690-0,JUVENILE FICTION / Social Issues / Bullying.
,"Lennon, M. T. (Maria T.)",Confessions of a so-called middle child,T 23728,MS/US Circulating,,,,978-0-06-212690-0,JUVENILE FICTION / Social Issues / Friendship.
,"Levine, Gail Carson.",Dave at night,T 48822,MS/US Circulating,,,,978-0-06-440747-2 (pbk.),
,"Levithan, David.",Every day,T 23805,MS/US Circulating,,,,978-0-307-93188-7,
,"Levithan, David.",The realm of possibility,T 35566,MS/US Circulating,,,,0-375-83657-8 (trade pbk.),Conduct of life -- Fiction.
,"Levithan, David.",The realm of possibility,T 35566,MS/US Circulating,,,,0-375-83657-8 (trade pbk.),High schools -- Fiction.
,"Levithan, David.",The realm of possibility,T 35566,MS/US Circulating,,,,0-375-83657-8 (trade pbk.),Interpersonal relations -- Fiction.
,"Levithan, David.",The realm of possibility,T 35566,MS/US Circulating,,,,0-375-83657-8 (trade pbk.),Novels in verse.
,"Levithan, David.",The realm of possibility,T 35566,MS/US Circulating,,,,0-375-83657-8 (trade pbk.),Schools -- Fiction.
,"Levithan, David.",Two boys kissing,T 23787,MS/US Circulating,,,,978-0-307-93190-0,
,"Lewis, R. C. (Rachel Christine), 1979-",Stitching Snow,T 49164,MS/US Circulating,,,,978-1-42318507-9,
,"Lieb, Josh.",I am a genius of unspeakable evil and I want to be your class president,T 48455,MS/US Circulating,,,,978-1-59514-240-5,
,"Lieberman, A. J.",The Silver Six,T 23774,MS/US Circulating,,,,978-0-545-37097-4,Graphic novels.
,"Lindner, April.","Love, Lucy",T 49146,MS/US Circulating,,,,978-0-316-40069-5,
,"L�pez, Diana.",Ask my mood ring how I feel,T 23724,MS/US Circulating,,,,978-0-316-20996-0,
,"Loughead, Deb, 1955-",Sidetracked,T 23693,MS/US Circulating,,,,978-1-45980250-6 (pbk.),
,"Lowry, Lois.",The giver,T 23940,MS/US Circulating,,,,978-0-440-23768-6 (pbk.),
,"Lowry, Lois.",Son,T 64564,MS/US Circulating,,,,978-0-547-88720-3,
,"Lu, Marie, 1984-",The Young Elites,T 49165,MS/US Circulating,,,,978-0-399-16783-6,JUVENILE FICTION / Action & Adventure / General.
,"Lu, Marie, 1984-",The Young Elites,T 49165,MS/US Circulating,,,,978-0-399-16783-6,JUVENILE FICTION / Fantasy & Magic.
,"Luurtsema, Nat,",Goldfish,T 24375,MS/US Circulating,,,,978-1-25008918-2,
,"Mackler, Carolyn,",Infinite in between,T 24334,MS/US Circulating,,,,978-0-06-173107-5,
,"Maguire, Gregory,",After Alice,T 24211,MS/US Circulating,,,,978-0-06-054895-7,Alice (Fictitious character from Carroll) -- Fiction.
,"Maguire, Gregory,",After Alice,T 24211,MS/US Circulating,,,,978-0-06-054895-7,Fantasy fiction.
,"Maguire, Gregory,",After Alice,T 24211,MS/US Circulating,,,,978-0-06-054895-7,Imaginary places -- Fiction.
,"Malone, Lee Gjertsen.",The last boy at St. Edith's,T 24323,MS/US Circulating,,,,978-1-48144435-4,JUVENILE FICTION / Family / Marriage & Divorce.
,"Malone, Lee Gjertsen.",The last boy at St. Edith's,T 24323,MS/US Circulating,,,,978-1-48144435-4,JUVENILE FICTION / Social Issues / Bullying.
,"Malone, Lee Gjertsen.",The last boy at St. Edith's,T 24323,MS/US Circulating,,,,978-1-48144435-4,JUVENILE FICTION / Social Issues / Friendship.
,"Martel, Yann.",Life of Pi : a novel,T 48737,MS/US Circulating,,,,978-0-15-602732-8 (pbk.),
,"Martin, Ann M., 1955-",Kristy's great idea : a graphic novel,T 23679,MS/US Circulating,,,,978-0-439-73933-7 (pbk.),
,"Mass, Wendy, 1967-",Beauty and the beast : the only one who didn't run away,T 35571,MS/US Circulating,,,,978-0-545-31018-5,"Beauty, Personal"
,"Mass, Wendy, 1967-",Beauty and the beast : the only one who didn't run away,T 35571,MS/US Circulating,,,,978-0-545-31018-5,Characters and characteristics in literature
,"Mass, Wendy, 1967-",Beauty and the beast : the only one who didn't run away,T 35571,MS/US Circulating,,,,978-0-545-31018-5,Fairy tales.
,"Mass, Wendy, 1967-",Beauty and the beast : the only one who didn't run away,T 35571,MS/US Circulating,,,,978-0-545-31018-5,Fairy tales -- Adaptations
,"Mass, Wendy, 1967-",Beauty and the beast : the only one who didn't run away,T 35571,MS/US Circulating,,,,978-0-545-50451-5 (pbk.),"Beauty, Personal"
,"Mass, Wendy, 1967-",Beauty and the beast : the only one who didn't run away,T 35571,MS/US Circulating,,,,978-0-545-50451-5 (pbk.),Characters and characteristics in literature
,"Mass, Wendy, 1967-",Beauty and the beast : the only one who didn't run away,T 35571,MS/US Circulating,,,,978-0-545-50451-5 (pbk.),Fairy tales.
,"Mass, Wendy, 1967-",Beauty and the beast : the only one who didn't run away,T 35571,MS/US Circulating,,,,978-0-545-50451-5 (pbk.),Fairy tales -- Adaptations
,"Mass, Wendy, 1967-",The candymakers,T 23310,MS/US Circulating,,,,978-0-316-00258-5,Candy
,"Mass, Wendy, 1967-",The candymakers,T 23310,MS/US Circulating,,,,978-0-316-00258-5,Candy -- Fiction.
,"Mass, Wendy, 1967-",The candymakers,T 23310,MS/US Circulating,,,,978-0-316-00258-5,Contests
,"Mass, Wendy, 1967-",The candymakers,T 23310,MS/US Circulating,,,,978-0-316-00258-5,Contests -- Fiction.
,"Mass, Wendy, 1967-",The candymakers,T 23310,MS/US Circulating,,,,978-0-316-00258-5,Friendship
,"Mass, Wendy, 1967-",The candymakers,T 23310,MS/US Circulating,,,,978-0-316-00258-5,Friendship -- Fiction.
,"Mass, Wendy, 1967-",The candymakers,T 23310,MS/US Circulating,,,,978-0-316-00258-5,Secrets
,"Mass, Wendy, 1967-",The candymakers,T 23310,MS/US Circulating,,,,978-0-316-00258-5,Secrets -- Fiction.
,"Mass, Wendy, 1967-",A mango-shaped space : a novel,T 23751,MS/US Circulating,,,,978-0-316-05825-4 (pbk.),
,"Mass, Wendy, 1967-",Pi in the sky,T 23827,MS/US Circulating,,,,978-0-316-08916-6,
,"Matsui, Yusei,","Assassination classroom. 1, Time for assassination",T 23956,MS/US Circulating,,,,978-1-42157607-7 (pbk.),Graphic novels.
,"Matsui, Yusei, 1981-","Assassination classroom. 6, Swim time",T 91660,MS/US Circulating,,,,978-1-42157612-1,"Assassination -- Comic books, strips, etc. -- Fiction."
,"Matsui, Yusei, 1981-","Assassination classroom. 6, Swim time",T 91660,MS/US Circulating,,,,978-1-42157612-1,"Assassins -- Comic books, strips, etc. -- Fiction."
,"Matsui, Yusei, 1981-","Assassination classroom. 6, Swim time",T 91660,MS/US Circulating,,,,978-1-42157612-1,"Attempted assassination -- Comic books, strips, etc. -- Fiction."
,"Matsui, Yusei, 1981-","Assassination classroom. 6, Swim time",T 91660,MS/US Circulating,,,,978-1-42157612-1,"Extraterrestrial beings -- Comic books, strips, etc. -- Fiction."
,"Matsui, Yusei, 1981-","Assassination classroom. 6, Swim time",T 91660,MS/US Circulating,,,,978-1-42157612-1,Graphic novels.
,"Matsui, Yusei, 1981-","Assassination classroom. 6, Swim time",T 91660,MS/US Circulating,,,,978-1-42157612-1,"Schools -- Comic books, strips, etc. -- Fiction."
,"Matsui, Yusei, 1981-","Assassination classroom. 6, Swim time",T 91660,MS/US Circulating,,,,978-1-42157612-1,Science fiction comics.
,"Matsui, Yusei, 1981-","Assassination classroom. 6, Swim time",T 91660,MS/US Circulating,,,,978-1-42157612-1,"Students -- Comic books, strips, etc. -- Fiction."
,"Matsui, Yusei, 1981-","Assassination classroom. 6, Swim time",T 91660,MS/US Circulating,,,,978-1-42157612-1,"Teachers -- Comic books, strips, etc. -- Fiction."
,"Maxwell, Lisa, 1979-",Unhooked,T 24260,MS/US Circulating,,,,978-1-48143204-7,
,"McCafferty, Megan.","The (totally not) guaranteed guide to popularity, prettiness & perfection : a novel",T 23838,MS/US Circulating,,,,978-0-316-24499-2,
,"McCarthy, Cormac, 1933-",The road,T 23625,MS/US Circulating,,,,978-0-307-26543-2,Fathers and sons -- Fiction.
,"McCarthy, Cormac, 1933-",The road,T 23625,MS/US Circulating,,,,978-0-307-26543-2,Regression (Civilization) -- Fiction.
,"McCarthy, Cormac, 1933-",The road,T 23625,MS/US Circulating,,,,978-0-307-26543-2,Robinsonades.
,"McCarthy, Cormac, 1933-",The road,T 23625,MS/US Circulating,,,,978-0-307-26543-2,Survival -- Fiction.
,"McCarthy, Cormac, 1933-",The road,T 23625,MS/US Circulating,,,,978-0-307-26543-2,Voyages and travels -- Fiction.
,"McClintock, Norah.",Guilty,T 35405,MS/US Circulating,,,,978-1-55469-989-6 (pbk.),
,"McClintock, Norah.",Guilty,T 35405,MS/US Circulating,,,,978-1-55469-992-6 (electronic edition (pdf)),
,"McClintock, Norah.",Guilty,T 35405,MS/US Circulating,,,,978-1-55469-993-3 (electronic edition (epub)),
